282,4,2016-11-02,14,20,15,21,0,0,0,0,0,0,0,0,0,0,,,
283,4,2016-11-02,1,13,17,3,0,0,0,0,0,0,0,0,0,0,,,
284,4,2016-11-03,34,15,2,3,0,0,0,0,0,0,0,0,0,0,,,
285,4,2016-11-04,1,15,12,14,0,0,0,0,0,0,0,0,0,0,,,
286,9,2016-11-08,4,14,1,10,0,0,0,0,0,0,0,0,0,0,,,
287,4,2016-11-10,4,15,1,2,0,0,0,0,0,0,0,0,0,0,,,
288,4,2016-11-15,1,19,10,15,0,0,0,0,0,0,0,0,0,0,,,
289,4,2016-11-16,15,20,12,34,0,0,0,0,0,0,0,0,0,0,,,
290,5,2016-11-18,1,12,14,15,0,0,0,0,0,0,0,0,0,0,,,
291,4,2016-11-21,2,17,21,3,0,0,0,0,0,0,0,0,0,0,,,
292,4,2016-11-21,1,13,10,4,0,0,0,0,0,0,0,0,0,0,,,
293,4,2016-11-22,12,20,2,15,0,0,0,0,0,0,0,0,0,0,,,
294,4,2016-11-23,20,15,12,3,0,0,0,0,0,0,0,0,0,0,,,
295,4,2016-11-25,1,20,15,14,0,0,0,0,0,0,0,0,0,0,,,
296,4,2016-11-28,3,10,1,19,0,0,0,0,0,0,0,0,0,0,,,
297,4,2016-11-29,15,3,20,14,0,0,0,0,0,0,0,0,0,0,,,
298,4,2016-11-29,13,19,10,2,0,0,0,0,0,0,0,0,0,0,,,
299,4,2016-11-30,3,2,22,13,0,0,0,0,0,0,0,0,0,0,,,
300,4,2016-11-30,15,1,17,20,0,0,0,0,0,0,0,0,0,0,,,
301,4,2016-11-30,1,20,15,17,0,0,0,0,0,0,0,0,0,0,,,
302,4,2016-11-30,13,22,3,2,0,0,0,0,0,0,0,0,0,0,,,
303,4,2016-12-01,15,14,2,13,0,0,0,0,0,0,0,0,0,0,,,
304,4,2016-12-02,15,1,12,10,0,0,0,0,0,0,0,0,0,0,,,
305,4,2016-12-02,15,14,2,13,0,0,0,0,0,0,0,0,0,0,,,
